Designator,Footprint,Quantity,Value,LCSC Part #
"D1, D10, D11, D12, D13, D14, D15, D16, D17, D18, D19, D2, D20, D21, D22, D23, D24, D25, D26, D27, D28, D29, D3, D30, D31, D32, D33, D34, D35, D36, D37, D38, D39, D4, D40, D41, D42, D43, D44, D45, D46, D47, D48, D49, D5, D50, D51, D6, D7, D8, D9",D_DO-35_SOD27_P7.62mm_Horizontal,51,1N4148,
"H1, H2, H3, H4, H5",MountingHole_2.2mm_M2,5,MountingHole,
"SW1, SW10, SW11, SW12, SW13, SW14, SW15, SW16, SW17, SW2, SW20, SW21, SW22, SW23, SW24, SW25, SW26, SW27, SW28, SW29, SW3, SW32, SW33, SW34, SW35, SW36, SW37, SW38, SW39, SW4, SW40, SW41, SW42, SW44, SW49, SW5, SW50, SW51, SW6, SW7, SW8, SW9",SW_Cherry_MX_1.00u_PCB,42,SW_SPST,
"SW18, SW31",SW_Cherry_MX_1.75u_PCB,2,SW_SPST,
"SW19, SW43, SW45, SW48",SW_Cherry_MX_1.25u_PCB,4,SW_SPST,
SW30,SW_Cherry_MX_1.50u_PCB,1,SW_SPST,
"SW46, SW47",SW_Cherry_MX_2.25u_PCB,2,SW_SPST,
U1,rp2040-zero-tht,1,rp2040-zero,
