Designator,Mid X,Mid Y,Rotation,Layer
D1,54.488227,-66.213081,90.0,top
D10,226.511507,-66.79196,90.0,top
D11,55.012304,-85.939777,90.0,top
D12,59.475408,-85.767393,83.0,top
D13,78.333785,-88.082911,83.0,top
D14,97.192162,-90.398428,83.0,top
D15,116.050539,-92.713946,83.0,top
D16,174.383533,-92.728636,97.0,top
D17,193.24191,-90.413118,97.0,top
D18,212.100287,-88.097601,97.0,top
D19,230.958664,-85.782083,97.0,top
D2,57.638532,-66.405761,83.0,top
D20,240.237696,-86.229216,90.0,top
D21,57.375975,-105.666472,90.0,top
D22,66.589079,-105.783529,83.0,top
D23,85.447456,-108.099046,83.0,top
D24,104.37176,-110.429254,83.0,top
D25,123.230137,-112.744771,83.0,top
D26,167.269862,-112.744771,97.0,top
D27,186.128239,-110.429254,97.0,top
D28,204.986616,-108.113736,97.0,top
D29,223.844993,-105.798219,97.0,top
D3,75.934709,-68.645654,83.0,top
D30,246.374025,-105.666472,90.0,top
D31,55.012304,-124.666472,90.0,top
D32,78.417345,-126.378544,83.0,top
D33,96.283175,-128.572192,83.0,top
D34,191.7936,-128.876322,97.0,top
D35,209.659431,-126.682673,97.0,top
D36,244.987696,-124.666472,90.0,top
D37,245.011507,-66.79196,90.0,top
D38,249.749025,-105.666472,90.0,top
D4,94.793086,-70.961172,83.0,top
D5,113.651462,-73.276689,83.0,top
D6,167.353421,-74.449138,97.0,top
D7,186.211798,-72.133621,97.0,top
D8,205.070175,-69.818103,97.0,top
D9,223.432279,-67.56352,97.0,top
R2,227.345807,-125.229275,273.21,top
RD2,236.345688,-124.974957,93.21,top
SW1,45.988227,-66.213081,0.0,top
SW10,235.011507,-66.79196,0.0,top
SW11,46.012304,-85.939777,0.0,top
SW12,68.474251,-86.878907,353.0,top
SW13,87.332628,-89.194424,353.0,top
SW14,106.191005,-91.509942,353.0,top
SW15,125.049382,-93.825459,353.0,top
SW16,165.450618,-93.825459,7.0,top
SW17,184.308995,-91.509942,7.0,top
SW18,203.167372,-89.194424,7.0,top
SW19,222.025748,-86.878907,7.0,top
SW2,66.075174,-67.44165,353.0,top
SW20,249.237696,-86.229216,0.0,top
SW21,48.375975,-105.666472,0.0,top
SW22,75.587922,-106.895042,353.0,top
SW23,94.446299,-109.21056,353.0,top
SW24,113.304676,-111.526077,353.0,top
SW25,132.163052,-113.841595,353.0,top
SW26,158.336947,-113.841595,7.0,top
SW27,177.195324,-111.526077,7.0,top
SW28,196.053701,-109.21056,7.0,top
SW29,214.912078,-106.895042,7.0,top
SW3,84.933551,-69.757168,353.0,top
SW30,237.374025,-105.666472,0.0,top
SW31,46.012304,-124.666472,0.0,top
SW32,87.416187,-127.490057,353.0,top
SW33,118.373386,-130.387556,353.0,top
SW34,169.769316,-130.676996,7.0,top
SW35,200.726515,-127.779497,7.0,top
SW36,253.987696,-124.666472,0.0,top
SW37,254.011507,-66.79196,0.0,top
SW38,258.749025,-105.666472,0.0,top
SW4,103.791928,-72.072685,353.0,top
SW5,122.650305,-74.388203,353.0,top
SW6,158.420506,-75.545962,7.0,top
SW7,177.278883,-73.230444,7.0,top
SW8,196.13726,-70.914927,7.0,top
SW9,214.995637,-68.599409,7.0,top
U1,142.71,-95.046858,0.0,bottom
